dataset_name,table_name,column_name,ordinal_position,data_type,is_nullable
models_v4,production_training_data_1m,brlusd_rsi_14,421,FLOAT,True
models_v4,production_training_data_1m,brlusd_ma_30d,422,FLOAT,True
models_v4,production_training_data_1m,brlusd_momentum_10,423,FLOAT,True
models_v4,production_training_data_1m,brlusd_roc_10,424,FLOAT,True
models_v4,production_training_data_1m,cnyusd_close,425,FLOAT,True
models_v4,production_training_data_1m,cnyusd_rsi_14,426,FLOAT,True
models_v4,production_training_data_1m,cnyusd_ma_30d,427,FLOAT,True
models_v4,production_training_data_1m,cnyusd_momentum_10,428,FLOAT,True
models_v4,production_training_data_1m,cnyusd_roc_10,429,FLOAT,True
models_v4,production_training_data_1m,mxnusd_close,430,FLOAT,True
models_v4,production_training_data_1m,mxnusd_rsi_14,431,FLOAT,True
models_v4,production_training_data_1m,mxnusd_ma_30d,432,FLOAT,True
models_v4,production_training_data_1m,mxnusd_momentum_10,433,FLOAT,True
models_v4,production_training_data_1m,mxnusd_roc_10,434,FLOAT,True
models_v4,production_training_data_1m,vix_yahoo_close,435,FLOAT,True
models_v4,production_training_data_1m,vix_yahoo_rsi_14,436,FLOAT,True
models_v4,production_training_data_1m,vix_yahoo_ma_30d,437,FLOAT,True
models_v4,production_training_data_1m,vix_yahoo_macd_line,438,FLOAT,True
models_v4,production_training_data_1m,vix_yahoo_bb_upper,439,FLOAT,True
models_v4,production_training_data_1m,hyg_close,440,FLOAT,True
models_v4,production_training_data_1m,hyg_rsi_14,441,FLOAT,True
models_v4,production_training_data_1m,hyg_ma_30d,442,FLOAT,True
models_v4,production_training_data_1m,hyg_macd_line,443,FLOAT,True
models_v4,production_training_data_1m,hyg_bb_width,444,FLOAT,True
